lineage	S1_mutations
C.14	1.
C.16	2.
C.2	1.
C.2.1	2.
C.23	1.
C.26	1.
C.29	1.
C.32	1.
C.33	1.
C.35	1.
C.36	1.
C.36.3	5.
C.36.3.1	6.
C.37	6.
C.37.1	6.
C.38	3.
C.39	4.
C.4	1.
C.40	4.
CA.1	46.
CA.2	45.
CA.3	44.
CA.3.1	46.
CA.4	45.
CA.5	46.
CA.6	44.
CA.7	45.
CB.1	44.
CC.1	37.
CD.1	38.
CD.2	38.
CE.1	37.
CF.1	37.
CG.1	37.
CH.1	45.
CH.1.1	46.
CH.1.1.1	47.
CH.1.1.10	46.
CH.1.1.11	46.
CH.1.1.12	46.
CH.1.1.13	46.
CH.1.1.14	46.
CH.1.1.15	47.
CH.1.1.16	47.
CH.1.1.17	46.
CH.1.1.18	47.
CH.1.1.19	46.
CH.1.1.2	46.
CH.1.1.20	48.
CH.1.1.21	47.
CH.1.1.22	47.
CH.1.1.23	47.
CH.1.1.24	46.
CH.1.1.25	46.
CH.1.1.26	46.
CH.1.1.27	46.
CH.1.1.28	46.
CH.1.1.29	47.
CH.1.1.3	47.
CH.1.1.30	46.
CH.1.1.31	46.
CH.1.1.32	46.
CH.1.1.4	47.
CH.1.1.5	46.
CH.1.1.6	46.
CH.1.1.7	46.
CH.1.1.8	46.
CH.1.1.9	46.
CH.2	45.
CH.3	45.
CH.3.1	46.
CJ.1	46.
CJ.1.1	47.
CJ.1.2	46.
CJ.1.3	46.
CJ.1.3.1	47.
CJ.1.3.2	46.
CK.1	38.
CK.1.1	38.
CK.1.1.1	39.
CK.1.1.2	38.
CK.1.2	40.
CK.1.3	40.
CK.1.4	38.
CK.1.5	38.
CK.2	37.
CK.2.1	38.
CK.2.1.1	39.
CK.3	38.
CL.1	39.
CL.1.1	39.
CL.1.2	39.
CL.1.3	40.
CM.1	44.
CM.10	45.
CM.11	45.
CM.12	43.
CM.2	43.
CM.2.1	44.
CM.3	44.
CM.4	43.
CM.4.1	44.
CM.5	43.
CM.5.1	44.
CM.5.2	44.
CM.6	43.
CM.6.1	44.
CM.7	44.
CM.7.1	45.
CM.7.1.1	46.
CM.8	44.
CM.8.1	45.
CM.8.1.1	46.
CM.8.1.2	46.
CM.8.1.3	45.
CM.8.1.4	45.
CM.8.1.5	47.
CM.9	44.
CN.1	37.
CN.2	38.
CP.1	37.
CP.1.1	38.
CP.1.2	38.
CP.1.3	38.
CP.2	38.
CP.3	38.
CP.4	37.
CP.5	37.
CP.6	37.
CP.7	37.
CP.8	37.
CP.8.1	37.
CQ.1	39.
CQ.1.1	40.
CQ.2	40.
CR.1	38.
CR.1.1	39.
CR.1.2	39.
CR.1.3	39.
CR.2	38.
CS.1	39.
CT.1	38.
CU.1	39.
CV.1	45.
CV.2	45.
CW.1	40.
CY.1	38.
CY.2	37.
CZ.1	40.
CZ.2	39.
D.2	2.
DA.1	38.
DB.1	39.
DB.2	38.
DB.3	39.
DC.1	39.
DD.1	40.
DE.1	36.
DE.2	38.
DF.1	38.
DF.1.1	39.
DG.1	40.
DH.1	36.
DJ.1	37.
DJ.1.1	38.
DJ.1.1.1	39.
DJ.1.2	39.
DJ.1.3	38.
DK.1	40.
DL.1	39.
DM.1	40.
DN.1	40.
DN.1.1	40.
DN.1.1.1	41.
DN.1.1.2	41.
DN.1.1.3	40.
DN.1.1.4	41.
DN.2	39.
DN.3	39.
DN.3.1	40.
DP.1	40.
DQ.1	38.
DR.1	40.
DR.2	40.
DS.1	47.
DS.2	46.
DS.3	45.
DT.1	41.
DT.2	41.
DT.3	41.
DU.1	40.
DV.1	48.
DV.1.1	49.
DV.2	48.
DV.3	47.
DV.3.1	47.
DV.4	47.
DV.5	48.
DV.6	47.
DV.6.1	48.
DV.6.2	48.
DV.7	47.
DV.7.1	49.
DV.7.1.1	50.
DV.7.1.2	49.
DV.7.1.3	50.
DV.7.1.4	49.
DV.7.1.5	49.
DV.7.1.6	50.
DV.7.1.7	50.
DV.7.1.8	49.
DV.7.1.9	49.
DV.7.2	47.
DV.8	48.
DW.1	39.
DY.1	37.
DY.1.1	38.
DY.2	36.
DY.3	36.
DY.4	36.
DZ.1	36.
DZ.2	37.
EA.1	39.
EA.2	40.
EB.1	37.
EC.1	40.
EC.1.1	41.
ED.1	39.
ED.2	39.
ED.3	39.
EE.1	39.
EE.2	39.
EE.3	39.
EE.4	40.
EE.5	40.
EF.1	39.
EF.1.1	39.
EF.1.1.1	40.
EF.1.2	39.
EF.1.3	39.
EF.2	39.
EF.3	39.
EG.1	36.
EG.10	37.
EG.10.1	38.
EG.10.1.1	38.
EG.1.1	38.
EG.11	36.
EG.1.2	36.
EG.12	37.
EG.1.3	36.
EG.13	35.
EG.1.4	36.
EG.14	35.
EG.1.4.1	37.
EG.1.5	37.
EG.1.6	36.
EG.1.7	37.
EG.1.8	37.
EG.2	36.
EG.2.1	38.
EG.2.2	37.
EG.2.3	36.
EG.2.4	37.
EG.2.5	37.
EG.3	35.
EG.4	35.
EG.4.1	35.
EG.4.2	36.
EG.4.3	36.
EG.4.4	35.
EG.4.5	36.
EG.5	37.
EG.5.1	37.
EG.5.1.1	37.
EG.5.1.10	37.
EG.5.1.11	38.
EG.5.1.12	37.
EG.5.1.13	37.
EG.5.1.14	37.
EG.5.1.15	37.
EG.5.1.16	37.
EG.5.1.17	38.
EG.5.1.18	37.
EG.5.1.19	37.
EG.5.1.2	37.
EG.5.1.3	37.
EG.5.1.4	37.
EG.5.1.5	37.
EG.5.1.6	38.
EG.5.1.7	38.
EG.5.1.8	38.
EG.5.1.9	38.
EG.5.2	36.
EG.5.2.1	36.
EG.5.2.2	36.
EG.5.2.3	36.
EG.5.2.4	37.
EG.6	35.
EG.6.1	36.
EG.6.1.1	38.
EG.6.1.2	36.
EG.7	37.
EG.8	35.
EG.9	36.5
EG.9.1	37.
EH.1	42.
EJ.1	45.
EJ.2	45.
EJ.3	45.
EK.1	36.
EK.2	36.
EK.2.1	37.
EK.3	36.
EK.4	36.
EL.1	36.
EM.1	36.
EN.1	40.
EN.1.1	41.
EP.1	47.
EP.1.1	47.
EP.1.1.1	49.
EP.2	46.
EQ.1	37.
ER.1	40.
ER.1.1	41.
ES.1	41.
ET.1	41.
EU.1	36.
EU.1.1	37.
EU.1.1.1	37.
EU.1.1.2	37.
EU.1.1.3	38.
EV.1	43.
EW.1	41.
EW.2	40.
EW.3	41.
EY.1	41.
EZ.1	42.
FA.1	40.
FA.2	40.
FB.1	40.
FB.2	40.
FC.1	40.
FD.1	35.
FD.1.1	36.
FD.2	36.
FD.2.1	36.
FD.3	36.
FD.4	35.
FD.4.1	35.
FD.5	35.
FD.5.1	37.
FE.1	36.
FE.1.1	36.
FE.1.1.1	36.
FE.1.1.2	36.
FE.1.1.3	36.
FE.1.1.4	36.
FE.1.1.5	37.
FE.1.2	36.
FF.1	40.
FG.1	38.
FG.2	36.
FG.3	35.
FH.1	35.
FJ.1	46.
FK.1	48.
FK.1.1	48.
FK.1.1.1	49.
FK.1.1.2	48.
FK.1.2	48.
FK.1.2.1	48.
FK.1.2.2	48.
FK.1.3	48.
FK.1.3.1	49.
FK.1.3.2	48.
FK.1.4	48.
FK.1.4.1	49.
FK.1.5	48.
FL.1	35.
FL.10	35.
FL.10.1	36.
FL.10.2	37.
FL.10.3	36.
FL.1.1	35.
FL.11	35.
FL.1.1.1	35.
FL.1.2	35.
FL.12	35.
FL.1.3	35.
FL.13	35.
FL.13.1	36.
FL.13.2	36.
FL.13.2.1	37.
FL.13.3	35.
FL.13.3.1	36.
FL.13.4	37.
FL.13.4.1	39.
FL.13.5	36.
FL.1.4	36.
FL.14	35.
FL.1.5	36.
FL.15	36.
FL.1.5.1	37.
FL.15.1	37.
FL.15.1.1	38.
FL.1.5.2	38.
FL.15.2	37.
FL.15.3	37.
FL.15.4	37.
FL.1.6	36.
FL.16	36.
FL.1.7	36.
FL.17	35.
FL.17.1	36.
FL.17.2	36.
FL.1.8	37.
FL.18	35.
FL.18.1	35.
FL.18.1.1	37.
FL.19	35.
FL.19.1	36.
FL.2	35.
FL.20	37.
FL.20.1	38.
FL.20.2	38.
FL.2.1	35.
FL.21	35.
FL.21.1	35.
FL.21.2	35.
FL.2.2	36.
FL.22	35.
FL.2.2.1	37.
FL.2.3	35.
FL.23	35.
FL.2.3.1	36.
FL.23.1	35.
FL.23.2	37.
FL.23.2.1	38.
FL.2.4	35.
FL.24	36.
FL.24.1	37.
FL.2.5	36.
FL.25	36.
FL.2.6	36.
FL.26	35.
FL.26.1	36.
FL.2.7	35.
FL.27	35.
FL.2.7.1	36.
FL.28	36.
FL.29	36.
FL.3	35.
FL.30	36.
FL.30.1	36.
FL.3.1	35.
FL.31	35.
FL.31.1	38.
FL.3.2	35.
FL.32	36.
FL.32.1	37.
FL.3.3	35.
FL.33	35.
FL.33.1	36.
FL.3.4	35.
FL.34	35.
FL.35	35.
FL.35.1	36.
FL.36	38.
FL.37	35.
FL.38	37.
FL.39	35.
FL.39.1	37.
FL.4	35.
FL.40	35.
FL.4.1	36.
FL.4.10	35.
FL.4.1.1	37.
FL.4.11	35.
FL.4.2	36.
FL.4.3	35.
FL.4.4	36.
FL.4.5	35.
FL.4.6	35.
FL.4.7	36.
FL.4.8	36.
FL.4.9	36.
FL.5	35.
FL.5.1	36.
FL.6	35.
FL.7	36.
FL.8	35.
FL.9	35.
FM.1	41.
FM.2	40.
FN.1	41.
FP.1	35.
FP.2	36.
FP.2.1	37.
FP.2.1.1	38.
FP.2.1.2	38.
FP.3	36.
FP.4	35.
FQ.1	43.
FR.1	46.
FR.1.1	47.
FR.1.2	47.
FR.1.3	46.
FR.1.4	46.
FR.1.5	46.
FR.2	45.
FS.1	46.
FT.1	36.
FT.2	35.
FT.3	36.
FT.3.1	37.
FT.3.1.1	38.
FT.4	36.
FU.1	38.
FU.1.1	38.
FU.1.1.1	39.
FU.2	38.
FU.2.1	39.
FU.3	38.
FU.3.1	39.
FU.4	39.
FU.5	39.
FV.1	47.
FW.1	36.
FW.1.1	37.
FW.1.1.1	38.
FW.2	36.
FW.3	36.
FY.1	36.
FY.1.1	37.
FY.1.2	37.
FY.1.2.1	38.
FY.1.2.2	37.
FY.1.2.3	38.
FY.1.3	37.
FY.1.4	37.
FY.1.4.1	38.
FY.2	37.
FY.2.1	38.
FY.3	36.
FY.3.1	37.
FY.3.2	36.
FY.3.3	36.
FY.4	37.
FY.4.1	38.
FY.4.1.1	38.
FY.4.1.2	38.
FY.4.2	37.
FY.5	37.
FY.5.1	38.
FY.5.1.1	41.
FY.5.2	38.
FY.5.3	38.
FY.5.4	38.
FY.5.5	37.
FY.5.5.1	38.
FY.6	36.
FY.6.1	36.
FY.6.2	36.
FY.7	37.
FY.8	37.
FY.8.1	38.
FY.8.1.1	39.
FY.9	37.
FZ.1	36.
FZ.1.1	36.
FZ.2	35.
GA.1	36.
GA.10	36.
GA.10.1	39.
GA.2	36.
GA.2.1	37.
GA.2.1.1	39.
GA.3	36.
GA.4	37.
GA.4.1	40.
GA.4.1.1	41.
GA.4.1.2	41.
GA.4.1.3	40.
GA.4.2	39.
GA.4.3	39.
GA.5	36.
GA.6	36.
GA.6.1	38.
GA.7	36.
GA.7.1	40.
GA.7.2	37.
GA.8	36.
GA.8.1	39.
GA.9	36.
GB.1	36.
GB.2	36.
GC.1	36.
GC.2	36.
GD.1	35.
GD.2	35.
GD.3	35.
GE.1	38.
GE.1.1	39.
GE.1.2	39.
GE.1.2.1	41.
GE.1.2.2	40.
GE.1.3	38.
GE.1.4	38.
GE.1.5	38.
GE.1.6	39.
GF.1	35.
GG.1	37.
GH.1	35.
GJ.1	37.
GJ.1.1	38.
GJ.1.2	37.
GJ.1.2.1	38.
GJ.1.2.2	38.
GJ.1.2.3	38.
GJ.1.2.4	38.
GJ.1.2.5	37.
GJ.1.2.6	38.
GJ.1.2.7	38.
GJ.1.2.8	37.
GJ.2	37.
GJ.3	37.
GJ.4	38.
GJ.5	38.
GJ.5.1	39.
GJ.6	38.
GJ.7	38.
GK.1	37.
GK.10	38.
GK.1.1	38.
GK.11	37.
GK.1.10	37.
GK.1.10.1	38.
GK.1.1.1	38.
GK.1.11	38.
GK.1.11.1	39.
GK.1.2	38.
GK.12	39.
GK.1.2.1	39.
GK.1.3	37.
GK.1.4	39.
GK.1.5	38.
GK.1.6	37.
GK.1.6.1	38.
GK.1.7	38.
GK.1.8	39.
GK.1.8.1	41.
GK.1.9	37.
GK.2	38.
GK.2.1	38.
GK.2.1.1	38.
GK.2.2	39.
GK.2.3	39.
GK.2.4	39.
GK.3	37.
GK.3.1	38.
GK.3.2	38.
GK.4	38.
GK.5	38.
GK.5.1	39.
GK.6	40.
GK.7	37.
GK.8	37.
GK.8.1	39.
GK.9	38.
GL.1	36.
GL.2	35.
GL.3	35.
GM.1	37.
GM.2	37.
GM.3	36.
GM.3.1	37.
GN.1	36.
GN.1.1	36.
GN.1.2	37.
GN.1.3	37.
GN.1.4	37.
GN.2	35.
GN.3	35.
GN.4	35.
GN.5	35.
GP.1	47.
GP.2	46.
GP.3	46.
GQ.1	48.
GQ.1.1	49.
GR.1	37.
GS.1	38.
GS.2	38.
GS.3	38.
GS.4	37.
GS.4.1	38.
GS.4.1.1	39.
GS.5	38.
GS.6	37.
GS.7	37.
GS.7.1	38.
GS.8	37.
GT.1	33.
GU.1	37.
GV.1	36.
GW.1	36.
GW.1.1	37.
GW.2	36.
GW.3	36.
GW.4	36.
GW.5	39.
GW.5.1	39.
GW.5.1.1	41.
GW.5.2	39.
GW.5.3	39.
GW.5.3.1	41.
GY.1	38.
GY.1.1	40.
GY.1.1.1	41.
GY.2	37.
GY.2.1	38.
GY.3	38.
GY.4	38.
GY.5	37.
GY.6	37.
GY.7	37.
GY.8	38.
GY.9	38.
GZ.1	38.
HA.1	36.
HA.2	36.
HB.1	39.
HC.1	39.
HC.2	38.
HC.3	37.
HC.4	37.
HD.1	36.
HD.1.1	37.
HE.1	37.
HE.2	36.
HF.1	38.
HF.1.1	38.
HF.1.2	38.
HG.1	38.
HG.1.1	38.
HG.2	38.
HG.3	38.
HH.1	37.
HH.1.1	38.
HH.2	37.
HH.2.1	38.
HH.3	37.
HH.4	37.
HH.5	38.
HH.6	38.
HH.7	37.
HH.8	38.
HH.8.1	39.
HJ.1	37.
HK.1	38.
HK.11	38.
HK.11.1	39.
HK.1.2	40.
HK.12	38.
HK.13	38.
HK.13.1	38.
HK.13.2	38.
HK.13.2.1	39.
HK.14	38.
HK.15	38.
HK.16	38.
HK.17	38.
HK.18	38.
HK.19	38.
HK.2	38.
HK.20	38.
HK.20.1	39.
HK.2.1	39.
HK.21	38.
HK.22	39.
HK.23	37.
HK.23.1	38.
HK.23.1.1	39.
HK.24	38.
HK.24.1	39.
HK.25	39.
HK.26	38.
HK.26.1	39.
HK.27	37.
HK.27.1	38.
HK.27.1.1	39.
HK.28	37.
HK.29	37.
HK.3	38.
HK.30	37.
HK.3.1	39.
HK.31	37.
HK.3.10	38.
HK.3.11	39.
HK.3.12	38.
HK.3.13	39.
HK.3.14	39.
HK.3.2	39.
HK.32	38.
HK.3.2.1	40.
HK.3.2.2	40.
HK.3.3	39.
HK.33	38.
HK.3.4	38.
HK.34	38.
HK.34.1	39.
HK.3.5	39.
HK.3.6	39.
HK.3.7	39.
HK.3.8	39.
HK.3.9	38.
HK.4	37.
HK.5	38.
HK.6	38.
HK.7	38.
HK.8	38.
HK.8.1	38.
HK.9	38.
HL.1	37.
HL.2	36.
HM.1	37.
HN.1	38.
HN.2	37.
HN.2.1	37.
HN.3	38.
HN.3.1	39.
HN.4	37.
HN.4.1	37.
HN.4.1.1	40.
HN.4.2	38.
HN.5	38.
HN.6	37.
HN.7	37.
HN.8	37.
HP.1	35.
HP.1.1	36.
HQ.1	36.
HR.1	36.
HR.1.1	37.
HS.1	36.
HS.1.1	37.
HT.1	36.
HT.2	36.
HU.1	36.
HU.1.1	38.
HU.2	36.
HV.1	39.
HV.1.1	40.
HV.1.10	40.
HV.1.11	40.
HV.1.2	40.
HV.1.3	40.
HV.1.4	39.
HV.1.5	39.
HV.1.6	39.
HV.1.6.1	39.
HV.1.7	40.
HV.1.8	40.
HV.1.9	40.
HV.2	39.
HW.1	32.
HW.1.1	33.
HW.1.2	32.
HW.1.3	32.
HY.1	36.
HZ.1	37.
HZ.2	36.
HZ.3	36.
JA.1	37.
JB.1	39.
JB.1.1	40.
JB.2	39.
JB.2.1	41.
JC.1	39.
JC.2	39.
JC.3	38.
JC.4	39.
JC.5	38.
JC.5.1	39.
JC.6	38.
JD.1	37.
JD.1.1	38.
JD.1.1.1	39.
JD.1.1.2	39.
JD.1.1.3	39.
JD.1.1.4	39.
JD.1.1.5	39.
JD.1.1.6	39.
JD.1.1.7	38.
JD.1.1.8	38.
JD.1.2	37.
JD.1.2.1	38.
JD.1.2.2	37.
JD.2	35.
JD.2.1	36.
JE.1	39.
JE.1.1	40.
JE.1.1.1	40.
JF.1	39.
JF.1.1	39.
JF.1.1.1	40.
JF.1.1.2	39.
JF.2	39.
JF.3	40.
JF.4	38.
JG.1	37.
JG.2	38.
JG.3	38.
JG.3.1	39.
JG.3.2	39.
JG.3.3	39.
JG.3.4	39.
JG.4	37.
JH.1	47.
JH.2	45.
JJ.1	38.
JK.1	37.
JL.1	48.
JM.1	40.
JM.2	40.
JN.1	60.
JN.10	60.
JN.1.1	60.
JN.11	59.
JN.1.10	61.
JN.1.1.1	61.
JN.1.11	60.
JN.11.1	60.
JN.1.1.10	60.
JN.1.11.1	61.
JN.1.1.2	61.
JN.1.12	61.
JN.1.1.3	61.
JN.1.13	60.
JN.1.13.1	62.
JN.1.1.4	60.
JN.1.14	61.
JN.1.1.5	61.
JN.1.15	60.
JN.1.15.1	61.
JN.1.1.6	61.
JN.1.16	61.
JN.1.16.1	62.
JN.1.16.2	61.
JN.1.16.3	62.
JN.1.16.4	62.
JN.1.16.5	63.
JN.1.1.7	61.
JN.1.17	61.
JN.1.1.8	62.
JN.1.18	61.
JN.1.18.1	62.
JN.1.18.2	62.
JN.1.18.3	62.
JN.1.18.4	62.
JN.1.18.5	62.
JN.1.18.6	63.
JN.1.18.7	63.
JN.1.18.8	61.
JN.1.1.9	60.
JN.1.19	60.
JN.1.2	60.
JN.12	60.
JN.1.20	61.
JN.1.2.1	60.
JN.1.21	60.
JN.1.22	60.
JN.1.23	62.
JN.1.23.1	63.
JN.1.24	60.
JN.1.24.1	61.
JN.1.25	60.
JN.1.25.1	61.
JN.1.26	61.
JN.1.27	61.
JN.1.28	60.
JN.1.28.1	60.
JN.1.29	60.
JN.1.29.1	61.
JN.1.3	60.
JN.13	59.
JN.1.30	60.
JN.1.30.1	61.
JN.1.31	60.
JN.13.1	60.
JN.1.32	61.
JN.1.32.1	62.
JN.1.34	60.
JN.1.35	61.
JN.1.36	61.
JN.1.36.1	62.
JN.1.37	61.
JN.1.38	60.
JN.1.38.1	61.
JN.1.39	60.
JN.1.39.1	62.
JN.1.39.2	61.
JN.1.39.3	61.
JN.1.4	60.
JN.14	60.
JN.1.40	61.
JN.1.4.1	61.
JN.1.41	60.
JN.1.4.2	61.
JN.1.42	60.
JN.1.42.1	61.
JN.1.42.2	61.
JN.1.4.3	61.
JN.1.43	60.
JN.1.43.1	60.
JN.1.4.4	61.
JN.1.44	60.
JN.1.44.1	61.
JN.1.4.5	60.
JN.1.45	60.
JN.1.4.6	61.
JN.1.46	60.
JN.1.4.7	60.
JN.1.47	60.
JN.1.47.1	61.
JN.1.47.2	62.
JN.1.4.8	61.
JN.1.48	60.
JN.1.48.1	63.
JN.1.48.2	61.
JN.1.48.3	63.
JN.1.4.9	61.
JN.1.49	60.
JN.1.49.1	61.
JN.1.49.2	61.
JN.1.5	60.
JN.15	59.
JN.1.50	64.
JN.1.50.1	65.
JN.1.50.2	64.
JN.1.51	60.
JN.1.51.1	61.
JN.1.52	60.
JN.1.53	60.
JN.1.53.1	60.
JN.1.54	60.
JN.1.54.1	62.
JN.1.55	60.
JN.1.55.1	61.
JN.1.55.2	61.
JN.1.56	60.
JN.1.56.1	64.
JN.1.57	60.
JN.1.57.1	61.
JN.1.58	60.
JN.1.58.1	61.
JN.1.58.2	61.
JN.1.58.3	61.
JN.1.59	60.
JN.1.59.1	62.
JN.1.6	60.
JN.16	59.
JN.1.60	60.
JN.1.6.1	61.
JN.1.61	61.
JN.1.62	63.
JN.1.63	60.
JN.1.63.1	60.
JN.1.64	60.
JN.1.64.1	61.
JN.1.65	61.
JN.1.65.1	62.
JN.1.66	62.
JN.1.67	60.
JN.1.67.1	61.
JN.1.7	61.
JN.17	59.
JN.1.7.1	62.
JN.1.7.2	61.
JN.1.7.3	62.
JN.1.7.4	62.
JN.1.7.5	61.
JN.1.7.6	62.
JN.1.7.7	61.
JN.1.7.8	62.
JN.1.7.9	62.
JN.1.8	60.
JN.18	59.
JN.1.8.1	61.
JN.1.8.2	61.
JN.1.8.3	60.
JN.1.8.4	60.
JN.1.9	61.
JN.19	59.
JN.1.9.1	62.
JN.1.9.2	62.
JN.2	59.
JN.2.1	60.
JN.2.2	60.
JN.2.2.1	61.
JN.2.3	60.
JN.2.4	60.
JN.2.5	60.
JN.3	59.
JN.3.1	59.
JN.3.2	59.
JN.3.2.1	60.
JN.3.3	59.
JN.4	60.
JN.5	59.
JN.5.1	60.
JN.6	60.
JN.7	60.
JN.8	60.
JN.9	59.
JP.1	49.
JP.1.1	49.
JQ.1	60.
JQ.2	60.
JQ.2.1	61.
JQ.2.1.1	62.
JQ.2.1.2	62.
JR.1	39.
JR.1.1	40.
JR.1.1.1	41.
JS.1	37.
JS.2	37.
JT.1	33.
JU.1	40.
JV.1	50.
JV.2	49.
JW.1	38.
JW.1.1	39.
JY.1	39.
JY.1.1	39.
JZ.1	36.
KA.1	38.
KB.1	39.
KB.2	39.
KB.3	39.
KB.4	39.
KC.1	39.
KC.1.1	39.
KD.1	31.
KD.2	30.
KD.3	30.
KD.4	30.
KE.1	42.
KE.2	41.
KE.3	41.
KF.1	39.
KF.2	39.
KG.1	50.
KG.2	52.
KH.1	41.
KJ.1	39.
KK.1	38.
KK.2	39.
KL.1	40.
KL.1.1	40.
KM.1	38.
KN.1	39.
KN.1.1	40.
KP.1	61.
KP.1.1	62.
KP.1.1.1	63.
KP.1.1.2	62.
KP.1.1.3	62.
KP.1.1.4	63.
KP.1.1.5	63.
KP.1.2	62.
KP.2	62.
KP.2.1	62.
KP.2.10	63.
KP.2.11	63.
KP.2.12	62.
KP.2.13	63.
KP.2.14	65.
KP.2.15	62.
KP.2.15.1	63.
KP.2.16	62.
KP.2.17	63.
KP.2.18	63.
KP.2.19	62.
KP.2.2	63.
KP.2.20	62.
KP.2.20.1	63.
KP.2.22	62.
KP.2.23	62.
KP.2.24	62.
KP.2.3	63.
KP.2.3.1	64.
KP.2.3.2	64.
KP.2.3.3	64.
KP.2.3.4	64.
KP.2.3.5	64.
KP.2.3.6	64.
KP.2.3.7	63.
KP.2.4	63.
KP.2.5	63.
KP.2.6	63.
KP.2.7	63.
KP.2.8	63.
KP.2.9	63.
KP.3	62.
KP.3.1	62.
KP.3.1.1	62.
KP.3.1.2	63.
KP.3.1.3	63.
KP.3.1.4	62.
KP.3.1.5	63.
KP.3.1.6	62.
KP.3.1.7	63.
KP.3.1.8	63.
KP.3.2	62.
KP.3.2.1	63.
KP.3.2.2	63.
KP.3.2.3	62.
KP.3.2.4	62.
KP.3.2.5	63.
KP.3.3	62.
KP.3.3.1	63.
KP.3.3.2	63.
KP.3.3.3	62.
KP.3.3.4	62.
KP.3.4	62.
KP.3.4.1	63.
KP.3.5	63.
KP.3.6	63.
KP.4	61.5
KP.4.1	62.
KP.4.1.1	63.
KP.4.1.2	63.
KP.4.1.3	62.
KP.4.2	63.
KP.4.2.1	64.
KP.4.2.2	64.
KP.4.2.3	64.
KP.5	62.
KP.6	62.
KQ.1	62.
KR.1	62.
KR.1.1	63.
KR.1.2	63.
KR.1.3	64.
KR.3	62.
KR.4	62.
KR.4.1	64.
KR.5	61.
KS.1	63.
KS.1.1	64.
KS.1.2	64.
KS.1.3	64.
KT.1	42.
KT.1.1	42.
KT.1.2	42.
KU.1	62.
KU.2	62.
KU.2.1	63.
KU.2.2	63.
KV.1	61.
KV.2	61.
KW.1	61.
KW.1.1	62.
KW.1.1.1	63.
KW.1.2	62.
KY.1	61.
KZ.1	61.
KZ.1.1	62.
KZ.1.1.1	63.
L.3	2.
LA.1	62.
LA.2	63.
LB.1	63.
LB.1.1	63.
LB.1.2	63.
LB.1.2.1	64.
LB.1.2.2	64.
LB.1.2.3	64.
LB.1.3	63.
LB.1.3.1	64.
LB.1.3.2	63.
LB.1.3.3	64.
LB.1.4	63.
LB.1.4.1	64.
LB.1.4.3	63.
LB.1.5	63.
LB.1.6	64.
LB.1.7	63.
LB.1.7.1	64.
LB.1.7.2	64.
LB.1.7.3	64.
LB.1.8	63.
LB.1.9	64.
LC.1	62.
LD.1	64.
LE.1	61.
LE.1.1	62.
LE.1.2	62.
LE.1.3	62.
LE.1.3.1	64.
LE.2	62.
LF.1	62.
LF.1.1	62.
LF.1.1.1	62.
LF.2	62.
LF.3	62.
LF.3.1	63.
LF.3.1.1	63.
LF.4	62.
LF.4.1	62.
LF.5	64.
LF.6	62.
LF.7	67.
LF.8	63.
LF.8.1	64.
LF.8.1.1	65.
LF.9	63.
LF.9.1	64.
LG.1	64.
LH.1	63.
LH.2	64.
LJ.1	62.
LK.1	62.
LK.2	62.
LK.2.1	64.
LL.1	63.
LM.1	62.
LN.1	61.
LN.1.1	63.
LP.1	62.
LP.1.1	63.
LP.1.2	63.
LP.2	63.
LP.3	63.
LP.4	63.
LQ.1	63.
LQ.1.1	64.
LQ.2	63.
LQ.3	62.
LR.1	62.
LR.2	63.
LR.3	62.
LS.1	64.
LT.1	63.
LU.1	62.
LU.2	62.
LU.2.1	63.5
LU.2.1.1	65.
LU.2.2	63.
LV.1	59.
LV.2	62.
LW.1	63.
LW.1.1	64.
LW.1.2	64.
LY.1	65.
LY.2	64.
LZ.1	63.
LZ.1.1	64.
LZ.2	63.
LZ.2.1	63.
MA.1	63.
MA.1.1	63.
MA.1.1.1	64.
MB.1	63.
MB.1.1	65.
MB.1.1.1	65.
MC.1	63.
MC.10	62.
MC.11	62.
MC.11.1	63.
MC.12	63.
MC.13	62.
MC.13.1	63.
MC.14	63.
MC.15	63.
MC.16	62.
MC.2	62.
MC.2.1	63.
MC.3	63.
MC.4	63.
MC.5	62.
MC.6	62.
MC.7	63.
MC.8	62.
MC.8.1	63.
MC.9	62.
MD.1	62.
MD.1.1	63.
MD.2	62.
MD.3	61.
MD.3.1	62.
ME.1	65.
MF.1	63.
MF.2	64.
MG.1	65.
MH.1	64.
MJ.1	63.
MK.1	63.
MK.2	62.
MK.3	64.
ML.1	63.
ML.2	63.
MM.1	63.
MM.2	64.
MN.1	65.
MP.1	60.
MP.1.1	62.
MQ.1	64.
MQ.2	63.
MR.1	62.
MS.1	61.
MT.1	63.
MU.1	64.
MV.1	66.
MW.1	64.
MY.1	64.
MZ.1	62.
N.3	1.
N.4	1.
N.5	2.
N.6	1.
N.9	2.
P.1	10.
P.1.1	10.
P.1.10	10.
P.1.10.1	10.
P.1.11	11.
P.1.12	10.
P.1.12.1	13.
P.1.13	10.
P.1.14	10.
P.1.15	10.
P.1.16	10.
P.1.17	10.
P.1.17.1	11.
P.1.2	10.
P.1.4	11.
P.1.6	11.
P.1.7	11.
P.1.7.1	11.
P.1.8	12.
P.1.9	11.
P.2	2.
P.3	5.
P.4	4.
P.5	5.
P.6	3.
P.7	1.
Q.1	4.
Q.2	4.
Q.3	4.
Q.4	5.
Q.7	4.
Q.8	4.
